,1.0,Timestamp,Which state are you in?,What city are you in,,I am a :,My race/ethnicity is:,My Age:,My Marital Status:,Education Level:,My Partner's race/ethnicity is:,My Partner's Age:,My Partner's Marital Status:,My Partner's Education Level:,Length of Time Together,Number of Dates (Monthly),Arrangement Questions [Are you Exclusive?],Arrangement Questions [Do you have more than one SR?],Arrangement Questions [Does your partner know your real Identity?],Arrangement Questions [Are your dates indoor only?],Arrangement Questions [Do you have overnight dates or travel together?],Arrangement Questions [Do you give or receive more for overnights or travel?],Arrangement Questions [Do you give or receive gifts on top of allowance?],Allowance Type:,PPM/Weekly Allowance Amount:,Allowance Amount: (Actual amount received or given. Not total budget. For gifts and experience only arrangements select how much spent on a monthly basis.),How happy are you with your current arrangement?,Are you satisfied with how much you receive or give financially?,Are you satisfied with how much time you spend together?,I feel I am getting enough effort/financial support from my partner for the money I spend/effort I put into the relationship?
93,94.0,5/5/2024 23:49:40,Georgia,Savannah,,Sugar Daddy,White / Caucasian,36-45,Married,Bachelor Degree,Latin / Hispanic,26-35,Single,Some College,1-3 months,3-4,No,No,Yes,No,Yes,No,Yes,Pay Per Meet (PPM),$300-$399,,8,8,8,8
94,95.0,5/19/2024 16:30:04,Georgia,Savannah,,Sugar Daddy,Native American,36-45,Single,Bachelor Degree,Na,26-35,Single,Bachelor Degree,1-3 months,1-2,No,No,No,Yes,No,No,Yes,Pay Per Meet (PPM),$300-$399,,7,5,5,9
95,96.0,5/21/2024 20:13:49,Georgia,Athens,,Sugar Baby Female,Middle Eastern,18-25,Single,Bachelor Degree,White / Caucasian,36-45,Divorced,Less than High School,Less than a month,3-4,No,No,Yes,Yes,No,No,No,Weekly Allowance,< $300,,1,5,10,7
96,97.0,6/5/2024 10:50:34,Georgia,woodstock,,Sugar Daddy,Latin / Hispanic,26-35,Single,Associate Degree,Latin / Hispanic,26-35,Single,Less than High School,1-3 months,1-2,No,No,No,No,No,No,No,Pay Per Meet (PPM),< $300,,10,10,10,10
97,98.0,6/11/2024 10:20:38,Georgia,Atlanta,,Sugar Daddy,White / Caucasian,56-65,Married,Masters,White / Caucasian,26-35,Single,Bachelor Degree,4-6 months,5-6,No,Yes,Yes,No,Yes,No,Yes,Monthly Allowance,,"$2k-$2,999",10,10,7,10
98,99.0,7/1/2024 7:33:47,Georgia,Marietta,,Sugar Baby Female,White / Caucasian,26-35,Divorced,Bachelor Degree,White / Caucasian,46-55,Married,Masters,Less than a month,1-2,No,No,Yes,Yes,No,No,No,Pay Per Meet (PPM),< $300,,3,1,8,1
99,100.0,7/9/2024 13:40:48,Georgia,Atlanta,,Sugar Daddy,White / Caucasian,46-55,Married,Masters,White / Caucasian,26-35,Single,High School Diploma,Less than a month,1-2,No,No,No,Yes,No,No,No,Pay Per Meet (PPM),$300-$399,,6,10,10,10
100,101.0,7/10/2024 1:22:42,Georgia,"Savannah, GA",,Sugar Daddy,Asian,26-35,Single,Bachelor Degree,,26-35,Single,Some College,More than 1 year,3-4,Yes,No,No,No,Yes,No,Yes,Gifts and Experiences,,"$1k- $1,999",6,6,6,6
101,102.0,7/18/2024 0:00:02,Georgia,Atlanta,,Sugar Baby Female,Black/African Descent,26-35,Single,Bachelor Degree,Black/African Descent,46-55,Divorced,Masters,Less than a month,3-4,No,No,Yes,Yes,No,Yes,Yes,Monthly Allowance,,"$1k- $1,999",5,5,5,5
102,103.0,7/19/2024 0:37:37,Georgia,Marietta,,Sugar Daddy,White / Caucasian,56-65,Divorced,Masters,White / Caucasian,26-35,Divorced,Some College,More than 1 year,9-10,No,Yes,Yes,No,Yes,No,Yes,Weekly Allowance,$800-$899,,7,3,5,5
103,104.0,8/24/2024 14:18:31,Georgia,Atlanta,,Sugar Daddy,White / Caucasian,46-55,Divorced,Masters,Latin / Hispanic,26-35,Single,Some College,More than 1 year,3-4,Yes,No,Yes,No,Yes,No,Yes,Monthly Allowance,,"$2k-$2,999",9,9,8,9
104,105.0,9/24/2024 9:45:07,Georgia,Marietta,,Sugar Daddy,White / Caucasian,36-45,Married,Bachelor Degree,Latin / Hispanic,26-35,Single,Some College,1-3 months,3-4,Yes,No,Yes,Yes,No,No,Yes,Pay Per Meet (PPM),$300-$399,,5,5,3,6
105,106.0,9/24/2024 13:21:22,Georgia,Powder springs,,Sugar Baby Female,Latin / Hispanic,26-35,Single,Associate Degree,White / Caucasian,46-55,Single,Doctorate,7-9 months,3-4,No,No,No,No,Yes,Yes,Yes,Weekly Allowance,"$1k - $1,999",,7,10,8,8
106,107.0,9/30/2024 12:22:58,Georgia,Augusta,,Sugar Baby Female,Latin / Hispanic,46-55,Divorced,Associate Degree,European,66-75,Divorced,Doctorate,1-3 months,3-4,No,Yes,Yes,No,No,Yes,No,Pay Per Meet (PPM),$300-$399,,8,6,10,9
107,108.0,10/6/2024 14:45:29,Georgia,Atlanta,,Sugar Daddy,White / Caucasian,56-65,Married,Masters,White / Caucasian,36-45,Married,Doctorate,More than 1 year,3-4,Yes,No,Yes,Yes,Yes,Yes,No,Pay Per Meet (PPM),$300-$399,,7,10,4,4
108,109.0,10/18/2024 23:28:24,Georgia,Augusta,,Sugar Baby Female,Latin / Hispanic,46-55,Divorced,Associate Degree,White / Caucasian,56-65,Divorced,Doctorate,1-3 months,3-4,No,Yes,Yes,No,No,Yes,No,Pay Per Meet (PPM),$500-$599,,7,3,9,1
109,110.0,10/21/2024 3:39:54,Georgia,Atlanta,,Sugar Daddy,White / Caucasian,46-55,Married,Bachelor Degree,Latin / Hispanic,18-25,Single,Bachelor Degree,More than 1 year,3-4,No,No,Yes,No,Yes,No,Yes,Monthly Allowance,,"$1k- $1,999",8,8,3,6
110,111.0,10/31/2024 7:51:43,Georgia,Atlanta,,Sugar Daddy,Asian,36-45,Single,Associate Degree,Mixed,56-65,Separated,High School Diploma,7-9 months,5-6,No,No,No,No,No,No,No,Pay Per Meet (PPM),< $300,,1,1,1,1
111,112.0,11/27/2024 13:03:10,Georgia,Atlanta,,Sugar Baby Female,Black/African Descent,26-35,Divorced,Associate Degree,White / Caucasian,56-65,Separated,Bachelor Degree,7-9 months,10+,No,No,Yes,No,No,Yes,No,Pay Per Meet (PPM),$300-$399,,5,4,2,4
112,113.0,12/4/2024 15:16:48,Georgia,Atlanta,,Sugar Baby Female,Black/African Descent,26-35,Single,Bachelor Degree,Black/African Descent,36-45,Single,Masters,Less than a month,1-2,No,No,Yes,No,Yes,Yes,Yes,Monthly Allowance,,"$3k-$3,999",8,5,5,5
113,114.0,12/29/2024 19:08:14,Georgia,Atl,,Sugar Daddy,White / Caucasian,66-75,Divorced,Masters,White / Caucasian,26-35,Single,Some College,More than 1 year,3-4,No,Yes,Yes,Yes,Yes,No,No,Pay Per Meet (PPM),$400-$499,,6,6,6,5
114,115.0,6/1/2024 5:25:18,Kentucky,Lexington,,Sugar Baby Female,White / Caucasian,26-35,Divorced,Some College,N/a,18-25,Single,Less than High School,Less than a month,1-2,No,No,No,Yes,No,Yes,No,Pay Per Meet (PPM),$300-$399,,1,1,10,1
115,116.0,6/29/2024 11:00:05,Kentucky,Louisville,,Sugar Daddy,White / Caucasian,26-35,Single,Bachelor Degree,,18-25,Single,High School Diploma,Less than a month,3-4,No,No,No,No,Yes,Yes,Yes,Pay Per Meet (PPM),$400-$499,,8,6,3,3
116,117.0,8/11/2024 22:56:21,Kentucky,louisville,,Sugar Baby Female,Asian,26-35,Divorced,Bachelor Degree,White / Caucasian,46-55,Single,Bachelor Degree,1-3 months,3-4,Yes,No,No,No,No,Yes,No,Pay Per Meet (PPM),$800-$899,,7,7,7,7
117,118.0,8/15/2024 7:42:54,Kentucky,Lexington,,Sugar Daddy,White / Caucasian,46-55,Single,Masters,White / Caucasian,26-35,Single,Bachelor Degree,4-6 months,3-4,Yes,No,Yes,No,Yes,No,Yes,Pay Per Meet (PPM),$300-$399,,10,10,10,10
118,119.0,8/24/2024 0:37:33,Kentucky,Louisville,,Sugar Baby Female,White / Caucasian,36-45,Widow,Bachelor Degree,White / Caucasian,56-65,Open Relationship,Bachelor Degree,More than 1 year,1-2,No,No,No,No,No,No,No,Pay Per Meet (PPM),$300-$399,,7,8,9,8
119,120.0,10/14/2024 9:21:25,Kentucky,Lexington,,Sugar Baby Male,Latin / Hispanic,18-25,Single,Some College,Asian,46-55,Single,Doctorate,Less than a month,1-2,Yes,No,No,No,No,Yes,Yes,Gifts and Experiences,,"$7k-$7,999",5,10,10,10
120,121.0,12/20/2024 21:38:51,Kentucky,Louisville,,Sugar Baby Female,Mixed,18-25,Single,Bachelor Degree,White / Caucasian,36-45,Widow,Bachelor Degree,Less than a month,5-6,No,Yes,No,No,Yes,Yes,Yes,Weekly Allowance,< $300,,5,5,5,5
121,122.0,1/21/2024 7:48:12,Louisiana,Baton Rouge,,Sugar Daddy,Black/African Descent,46-55,Single,Some College,Black/African Descent,26-35,Single,Some College,4-6 months,1-2,No,Yes,Yes,No,Yes,No,Yes,Pay Per Meet (PPM),$400-$499,,7,7,5,8
122,123.0,1/30/2024 3:46:44,Louisiana,West Monroe,,Sugar Baby Female,White / Caucasian,26-35,Single,Some College,Single,26-35,Single,Masters,4-6 months,5-6,Yes,No,Yes,No,Yes,Yes,Yes,Weekly Allowance,$500-$599,,6,4,8,2
123,124.0,2/5/2024 3:05:51,Louisiana,new orleans,,Sugar Baby Female,Black/African Descent,26-35,Single,Some College,Black/African Descent,46-55,Divorced,Bachelor Degree,Less than a month,3-4,Yes,No,No,No,No,No,No,Pay Per Meet (PPM),$500-$599,,6,5,5,1
124,125.0,2/14/2024 0:44:54,Louisiana,New orleans,,Sugar Baby Female,White / Caucasian,18-25,Single,High School Diploma,White / Caucasian,56-65,Single,Bachelor Degree,4-6 months,1-2,No,Yes,Yes,No,No,Yes,Yes,Pay Per Meet (PPM),$500-$599,,6,6,6,4
125,126.0,2/24/2024 11:58:50,Louisiana,Houma,,Sugar Baby Female,White / Caucasian,18-25,Open Relationship,Some College,White / Caucasian,36-45,Open Relationship,Some College,More than 1 year,5-6,Yes,No,No,No,Yes,Yes,Yes,Weekly Allowance,$800-$899,,10,10,10,10
126,127.0,4/6/2024 21:50:29,Louisiana,Lake charles,,Sugar Baby Female,White / Caucasian,18-25,Single,Some College,Black/African Descent,26-35,Single,Associate Degree,Less than a month,1-2,No,No,No,No,Yes,Yes,No,Pay Per Meet (PPM),$500-$599,,8,7,9,9
127,128.0,4/10/2024 17:19:24,Louisiana,New Orleans,,Sugar Baby Female,Middle Eastern,26-35,Single,Masters,,46-55,Married,Bachelor Degree,Less than a month,3-4,"Yes, No",Yes,No,No,Yes,No,Yes,Monthly Allowance,,"$1k- $1,999",8,5,5,6
128,129.0,5/27/2024 9:18:10,Louisiana,New Orleans,,Sugar Baby Female,White / Caucasian,18-25,Open Relationship,Bachelor Degree,White / Caucasian,66-75,Widow,Bachelor Degree,Less than a month,1-2,No,Yes,No,No,No,Yes,Yes,Pay Per Meet (PPM),$500-$599,,7,7,8,8
129,130.0,6/9/2024 0:04:22,Louisiana,baton rouge,,Sugar Baby Female,Black/African Descent,26-35,Single,Some College,White / Caucasian,56-65,Single,Some College,Less than a month,3-4,No,Yes,Yes,No,Yes,No,Yes,Pay Per Meet (PPM),$400-$499,,6,5,7,4
130,131.0,6/18/2024 11:06:34,Louisiana,New Orleans,,Sugar Baby Female,White / Caucasian,18-25,Open Relationship,Bachelor Degree,White / Caucasian,66-75,Widow,Bachelor Degree,Less than a month,1-2,No,Yes,No,Yes,No,No,No,Pay Per Meet (PPM),$500-$599,,7,7,8,7
131,132.0,6/28/2024 5:14:32,Louisiana,Alexandria,,Sugar Baby Female,White / Caucasian,26-35,Single,Less than High School,White / Caucasian,56-65,Married,Associate Degree,1-3 months,3-4,No,No,Yes,Yes,No,No,Yes,Pay Per Meet (PPM),$400-$499,,7,7,7,5
132,133.0,6/30/2024 17:05:58,Louisiana,Lake Charles,,Sugar Baby Female,Mixed,18-25,Single,Some College,White / Caucasian,36-45,Single,Doctorate,More than 1 year,10+,No,No,Yes,Yes,Yes,Yes,No,Pay Per Meet (PPM),$500-$599,,4,9,8,10
133,134.0,7/20/2024 2:24:24,Louisiana,Baton Rouge,,Sugar Baby Female,White / Caucasian,18-25,Single,Some College,White / Caucasian,36-45,Divorced,Associate Degree,1-3 months,1-2,Yes,No,Yes,No,Yes,No,Yes,Pay Per Meet (PPM),"$1k - $1,999",,10,10,10,10
134,135.0,8/28/2024 1:13:46,Louisiana,New orleans,,Sugar Baby Female,Mixed,18-25,Single,Bachelor Degree,White / Caucasian,46-55,Married,Bachelor Degree,Less than a month,3-4,No,No,Yes,No,Yes,Yes,No,Monthly Allowance,,"$2k-$2,999",10,10,10,9
135,136.0,10/16/2024 22:39:45,Louisiana,New Orleans,,Sugar Daddy,Black/African Descent,46-55,Open Relationship,Bachelor Degree,Black/African Descent,46-55,Open Relationship,Some College,More than 1 year,3-4,No,No,Yes,No,Yes,No,Yes,Gifts and Experiences,,"$1k- $1,999",10,8,10,10
136,137.0,12/8/2024 14:26:56,Louisiana,Shreveport,,Sugar Daddy,White / Caucasian,56-65,Single,Bachelor Degree,Asian,36-45,Single,High School Diploma,Less than a month,1-2,No,No,Yes,No,Yes,Yes,No,Pay Per Meet (PPM),< $300,,8,7,9,9
137,138.0,1/23/2024 10:26:49,Mississippi,Oxford,,Sugar Daddy,White / Caucasian,46-55,Married,Doctorate,White / Caucasian,18-25,Single,Some College,1-3 months,3-4,Yes,No,Yes,Yes,No,No,No,Pay Per Meet (PPM),$300-$399,,10,10,10,10
138,139.0,8/29/2024 9:46:42,Mississippi,Gulfport,,Sugar Daddy,Black/African Descent,36-45,Married,Masters,,18-25,Single,High School Diploma,1-3 months,1-2,Yes,No,Yes,No,No,No,Yes,Monthly Allowance,,"$1k- $1,999",5,8,5,5
139,140.0,10/22/2024 18:56:37,Mississippi,Oxford,,Sugar Daddy,White / Caucasian,46-55,Divorced,Doctorate,White / Caucasian,36-45,Divorced,Associate Degree,1-3 months,1-2,No,Yes,Yes,No,Yes,No,No,Pay Per Meet (PPM),$400-$499,,10,8,10,8
140,141.0,12/7/2024 23:22:34,Mississippi,Hattiesburg,,Sugar Baby Female,White / Caucasian,46-55,Widow,Associate Degree,White / Caucasian,56-65,Divorced,Some College,More than 1 year,1-2,Yes,No,Yes,Yes,No,No,No,Pay Per Meet (PPM),< $300,,6,1,8,3
141,142.0,1/21/2024 18:37:31,North Carolina,Chapel Hill,,Sugar Baby Female,White / Caucasian,36-45,Single,Bachelor Degree,White / Caucasian,56-65,Divorced,Bachelor Degree,1-3 months,1-2,No,Yes,No,Yes,Yes,Yes,Yes,Pay Per Meet (PPM),$600-$699,,6,5,4,5
142,143.0,1/22/2024 15:47:50,North Carolina,Asheville,,Sugar Baby Female,White / Caucasian,36-45,Divorced,Some College,White / Caucasian,26-35,Single,Some College,1-3 months,3-4,No,Yes,Yes,Yes,No,No,No,Pay Per Meet (PPM),$600-$699,,8,8,10,10
143,144.0,1/22/2024 15:49:21,North Carolina,Asheville,,Sugar Baby Female,White / Caucasian,36-45,Divorced,Some College,White / Caucasian,46-55,Married,Bachelor Degree,1-3 months,1-2,No,Yes,Yes,Yes,No,No,No,Pay Per Meet (PPM),"$1k - $1,999",,8,8,8,10
144,145.0,1/23/2024 11:55:30,North Carolina,Fayetteville,,Sugar Daddy,White / Caucasian,26-35,Single,Masters,,26-35,Separated,Some College,4-6 months,3-4,Yes,No,"Yes, No",No,Yes,No,"Yes, No",Pay Per Meet (PPM),< $300,,8,5,7,6
145,146.0,1/26/2024 3:09:34,North Carolina,Charlotte,,Sugar Baby Female,Black/African Descent,26-35,Single,Bachelor Degree,White / Caucasian,36-45,Open Relationship,Doctorate,More than 1 year,3-4,Yes,No,Yes,No,Yes,Yes,Yes,Weekly Allowance,"$1k - $1,999",,8,10,10,10
146,147.0,1/26/2024 9:40:08,North Carolina,Raleigh,,Sugar Daddy,White / Caucasian,46-55,Divorced,Bachelor Degree,White / Caucasian,18-25,Single,Some College,Less than a month,5-6,Yes,No,Yes,Yes,Yes,Yes,No,Monthly Allowance,,"$1k- $1,999",8,7,7,8
147,148.0,1/28/2024 16:11:43,North Carolina,Charlotte,,Sugar Daddy,White / Caucasian,26-35,Single,Bachelor Degree,White / Caucasian,18-25,Single,Some College,1-3 months,7-8,Yes,No,Yes,No,Yes,No,Yes,Monthly Allowance,,"$1k- $1,999",8,8,9,8
148,149.0,2/8/2024 21:03:05,North Carolina,Burlington,,Sugar Baby Male,Black/African Descent,18-25,Single,Some College,Black/African Descent,18-25,Single,Some College,Less than a month,1-2,No,No,No,No,No,No,No,Pay Per Meet (PPM),$400-$499,,1,1,1,1
149,150.0,2/12/2024 1:24:17,North Carolina,Wilmington,,Sugar Daddy,Latin / Hispanic,46-55,Single,Some College,,18-25,Single,Some College,1-3 months,5-6,No,Yes,Yes,No,Yes,Yes,Yes,Pay Per Meet (PPM),< $300,,7,8,8,8
150,151.0,2/18/2024 16:19:07,North Carolina,Greenville,,Sugar Baby Male,White / Caucasian,26-35,Open Relationship,Bachelor Degree,White / Caucasian,56-65,Single,Masters,1-3 months,1-2,No,No,Yes,Yes,No,No,No,Pay Per Meet (PPM),$300-$399,,6,4,10,4
151,152.0,3/4/2024 21:48:32,North Carolina,Greensboro,,Sugar Daddy,White / Caucasian,46-55,Married,Masters,White / Caucasian,36-45,Widow,Some College,4-6 months,3-4,Yes,No,Yes,No,No,No,Yes,Monthly Allowance,,"$2k-$2,999",8,8,5,8
152,153.0,3/31/2024 14:33:05,North Carolina,Charlotte,,Sugar Baby Female,White / Caucasian,26-35,Single,Masters,Asian,46-55,Divorced,Bachelor Degree,4-6 months,3-4,No,Yes,Yes,No,No,Yes,Yes,Pay Per Meet (PPM),< $300,,7,4,5,3
153,154.0,4/7/2024 2:43:07,North Carolina,Greensboro,,Sugar Baby Female,White / Caucasian,18-25,Single,Some College,Asian,26-35,Single,Bachelor Degree,1-3 months,3-4,No,Yes,Yes,Yes,No,No,No,Pay Per Meet (PPM),$600-$699,,7,6,6,6
154,155.0,4/14/2024 21:39:31,North Carolina,Greensboro,,Sugar Baby Female,Black/African Descent,18-25,Single,Some College,White / Caucasian,26-35,Open Relationship,Bachelor Degree,1-3 months,3-4,Yes,No,Yes,No,No,No,Yes,Monthly Allowance,,"$2k-$2,999",9,6,8,9
155,156.0,4/14/2024 21:41:26,North Carolina,Greensboro,,Sugar Baby Female,Black/African Descent,18-25,Single,Some College,East Indian,36-45,Divorced,Bachelor Degree,Less than a month,3-4,No,No,Yes,No,Yes,No,No,Monthly Allowance,,"$2k-$2,999",4,5,9,4
156,157.0,4/14/2024 21:43:20,North Carolina,Greensboro,,Sugar Baby Female,Black/African Descent,18-25,Single,Some College,White / Caucasian,36-45,Married,Bachelor Degree,7-9 months,1-2,No,Yes,Yes,Yes,Yes,Yes,No,Pay Per Meet (PPM),$700-$799,,10,8,7,9
157,158.0,4/14/2024 21:45:01,North Carolina,Greensboro,,Sugar Baby Female,Black/African Descent,18-25,Single,Some College,White / Caucasian,36-45,Married,Bachelor Degree,1-3 months,1-2,No,Yes,Yes,No,No,No,Yes,Gifts and Experiences,,"$1k- $1,999",8,4,4,4
158,159.0,4/20/2024 10:13:12,North Carolina,Boone,,Sugar Daddy,White / Caucasian,46-55,Married,Bachelor Degree,White / Caucasian,18-25,Single,Some College,Less than a month,3-4,No,No,Yes,No,Yes,Yes,Yes,Monthly Allowance,,"$2k-$2,999",10,10,10,10
159,160.0,5/13/2024 15:56:39,North Carolina,Chapel Hill,,Sugar Baby Female,White / Caucasian,26-35,Single,Bachelor Degree,White / Caucasian,46-55,Divorced,Some College,1-3 months,1-2,No,Yes,Yes,No,Yes,No,No,Pay Per Meet (PPM),$600-$699,,7,7,10,7
160,161.0,5/15/2024 10:44:33,North Carolina,Wilmington,,Sugar Baby Female,White / Caucasian,26-35,Single,Bachelor Degree,White / Caucasian,46-55,Single,Bachelor Degree,Less than a month,1-2,No,Yes,Yes,No,No,No,No,Pay Per Meet (PPM),$800-$899,,5,10,10,10
161,162.0,5/16/2024 17:34:31,North Carolina,Raleigh,,Sugar Baby Female,,26-35,Single,Doctorate,,26-35,Separated,Doctorate,4-6 months,3-4,No,Yes,Yes,No,Yes,No,No,Weekly Allowance,$600-$699,,9,9,9,7
162,163.0,5/22/2024 0:41:24,North Carolina,Greensboro,,Sugar Daddy,White / Caucasian,56-65,Married,Bachelor Degree,Asian,18-25,Single,High School Diploma,1-3 months,3-4,No,No,No,No,No,Yes,Yes,Pay Per Meet (PPM),$700-$799,,6,5,7,5
163,164.0,5/26/2024 17:20:13,North Carolina,Greensboro,,Sugar Daddy,White / Caucasian,56-65,Married,Masters,White / Caucasian,26-35,Single,High School Diploma,More than 1 year,3-4,Yes,No,No,No,No,No,Yes,Weekly Allowance,$700-$799,,10,5,5,5
164,165.0,6/10/2024 17:11:56,North Carolina,Charlotte,,Sugar Baby Female,White / Caucasian,26-35,Single,Bachelor Degree,White / Caucasian,46-55,Single,Bachelor Degree,1-3 months,3-4,No,No,No,No,No,No,Yes,Monthly Allowance,,"$1k- $1,999",7,6,6,6
165,166.0,6/15/2024 13:22:01,North Carolina,Charlotte,,Sugar Baby Female,Latin / Hispanic,26-35,Single,Bachelor Degree,White / Caucasian,36-45,Single,Bachelor Degree,4-6 months,3-4,No,No,Yes,Yes,No,No,No,Pay Per Meet (PPM),$400-$499,,8,7,9,9
166,167.0,6/18/2024 19:10:02,North Carolina,Wilmington,,Sugar Baby Female,White / Caucasian,26-35,Divorced,Masters,White / Caucasian,56-65,Married,Doctorate,1-3 months,5-6,No,Yes,Yes,No,No,No,Yes,Monthly Allowance,,"$4k-$4,999",10,10,10,8
167,168.0,7/18/2024 10:36:49,North Carolina,Winston Salem,,Sugar Daddy,White / Caucasian,46-55,Divorced,Masters,Latin / Hispanic,18-25,Single,Some College,10-12 months,10+,Yes,No,No,Yes,Yes,Yes,Yes,Monthly Allowance,,"$1k- $1,999",10,10,10,10
168,169.0,7/23/2024 18:31:42,North Carolina,Raleigh,,Sugar Baby Female,,26-35,Single,Bachelor Degree,,56-65,Widow,Doctorate,7-9 months,7-8,No,Yes,No,Yes,No,No,No,Weekly Allowance,$700-$799,,6,7,8,9
169,170.0,7/25/2024 18:01:26,North Carolina,greenboro,,Sugar Daddy,White / Caucasian,36-45,Single,Bachelor Degree,,36-45,Single,Some College,Less than a month,1-2,No,No,No,No,Yes,Yes,Yes,Weekly Allowance,$600-$699,,4,5,6,5
170,171.0,7/27/2024 14:45:07,North Carolina,Charlotte,,Sugar Daddy,White / Caucasian,56-65,Divorced,Bachelor Degree,White / Caucasian,26-35,Open Relationship,Bachelor Degree,More than 1 year,3-4,No,Yes,Yes,No,No,No,Yes,Pay Per Meet (PPM),$400-$499,,5,10,5,8
171,172.0,8/1/2024 12:27:43,North Carolina,Greensboro,,Sugar Daddy,White / Caucasian,56-65,Single,Associate Degree,Latin / Hispanic,26-35,Married,High School Diploma,More than 1 year,1-2,No,No,Yes,No,Yes,Yes,Yes,Pay Per Meet (PPM),< $300,,7,5,9,8
172,173.0,9/3/2024 16:55:50,North Carolina,Charlotte,,Sugar Baby Female,Mixed,26-35,Single,Bachelor Degree,White / Caucasian,46-55,Single,Bachelor Degree,1-3 months,3-4,No,Yes,No,Yes,No,No,No,Pay Per Meet (PPM),$400-$499,,8,5,8,8
173,174.0,10/9/2024 23:33:09,North Carolina,Charlotte,,Sugar Baby Female,White / Caucasian,18-25,Single,Some College,White / Caucasian,66-75,Widow,Bachelor Degree,Less than a month,3-4,Yes,No,Yes,No,No,Yes,Yes,Pay Per Meet (PPM),"$1k - $1,999",,7,5,5,4
174,175.0,10/10/2024 23:07:31,North Carolina,Wilmington,,Sugar Baby Female,White / Caucasian,26-35,Divorced,Masters,White / Caucasian,56-65,Married,Doctorate,4-6 months,3-4,No,Yes,Yes,No,Yes,Yes,Yes,Monthly Allowance,,"$4k-$4,999",7,7,7,6
175,176.0,11/18/2024 18:06:33,North Carolina,Raleigh,,Sugar Daddy,White / Caucasian,46-55,Single,Masters,Asian,26-35,Single,Bachelor Degree,1-3 months,3-4,Yes,No,Yes,No,No,No,Yes,Pay Per Meet (PPM),$300-$399,,7,6,7,6
176,177.0,11/24/2024 9:23:31,North Carolina,Charlotte,,Sugar Baby Male,White / Caucasian,18-25,Single,Some College,White / Caucasian,26-35,Single,Bachelor Degree,1-3 months,3-4,No,No,Yes,No,No,No,No,Weekly Allowance,< $300,,4,2,8,3
177,178.0,12/22/2024 20:12:15,North Carolina,raleigh,,Sugar Daddy,Latin / Hispanic,26-35,Single,Bachelor Degree,Latin / Hispanic,26-35,Single,Bachelor Degree,1-3 months,3-4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Pay Per Meet (PPM),$600-$699,,6,6,7,7
178,179.0,12/24/2024 16:20:36,North Carolina,Greensboro,,Sugar Daddy,White / Caucasian,46-55,Divorced,Bachelor Degree,White / Caucasian,36-45,Divorced,Bachelor Degree,More than 1 year,1-2,No,No,Yes,Yes,Yes,No,No,Pay Per Meet (PPM),$600-$699,,7,8,5,6
179,180.0,12/29/2024 8:10:23,North Carolina,Morehead City,,Sugar Daddy,White / Caucasian,66-75,Married,Masters,Asian,36-45,Married,Associate Degree,More than 1 year,1-2,Yes,No,Yes,Yes,No,No,Yes,Monthly Allowance,,"$1k- $1,999",5,6,3,5
180,181.0,12/29/2024 19:40:25,North Carolina,Asheville,,Sugar Baby Female,Mixed,18-25,Single,High School Diploma,White / Caucasian,56-65,Divorced,Doctorate,4-6 months,1-2,No,No,Yes,No,Yes,Yes,No,Pay Per Meet (PPM),$900-$999,,9,7,3,5
181,182.0,1/2/2025 21:19:40,North Carolina,Fayetteville,,Sugar Baby Female,White / Caucasian,26-35,Single,Some College,White / Caucasian,56-65,Widow,Masters,More than 1 year,10+,No,No,Yes,No,Yes,No,No,Pay Per Meet (PPM),< $300,,2,1,4,3
182,183.0,1/4/2025 12:06:15,North Carolina,Fayetteville,,Sugar Baby Female,Latin / Hispanic,26-35,Married,Some College,Latin / Hispanic,26-35,Married,Associate Degree,More than 1 year,3-4,No,No,Yes,Yes,No,No,No,Pay Per Meet (PPM),$300-$399,,4,6,6,6
183,184.0,2/7/2024 15:19:33,South Carolina,Myrtle beach,,Sugar Daddy,White / Caucasian,36-45,Single,Associate Degree,White / Caucasian,18-25,Single,High School Diploma,4-6 months,3-4,No,Yes,No,No,"Yes, No",No,No,Pay Per Meet (PPM),< $300,,10,10,10,10
184,185.0,2/16/2024 10:17:22,South Carolina,McBee,,Sugar Baby Female,Black/African Descent,18-25,Single,Masters,White / Caucasian,36-45,Single,Bachelor Degree,Less than a month,1-2,Yes,No,Yes,No,Yes,No,Yes,Weekly Allowance,$300-$399,,10,8,9,10
185,186.0,6/22/2024 13:21:33,South Carolina,Columbia,,Sugar Baby Female,White / Caucasian,26-35,Married,High School Diploma,White / Caucasian,56-65,Married,Associate Degree,Less than a month,5-6,No,Yes,"Yes, No",No,No,Yes,No,Pay Per Meet (PPM),< $300,,10,3,7,1
186,187.0,8/16/2024 2:50:09,South Carolina,Lexington,,Sugar Baby Female,White / Caucasian,26-35,Single,High School Diploma,White / Caucasian,46-55,Divorced,Masters,Less than a month,3-4,Yes,Yes,Yes,No,Yes,Yes,"Yes, No",Gifts and Experiences,,"$1k- $1,999",5,1,1,1
187,188.0,8/22/2024 6:17:53,South Carolina,Columbia,,Sugar Baby Male,Black/African Descent,18-25,Single,Bachelor Degree,,36-45,Open Relationship,Masters,Less than a month,1-2,No,No,Yes,No,No,No,Yes,Weekly Allowance,$700-$799,,2,4,5,5
