,1.0,Timestamp,Which state are you in?,What city are you in,,I am a :,My race/ethnicity is:,My Age:,My Marital Status:,Education Level:,My Partner's race/ethnicity is:,My Partner's Age:,My Partner's Marital Status:,My Partner's Education Level:,Length of Time Together,Number of Dates (Monthly),Arrangement Questions [Are you Exclusive?],Arrangement Questions [Do you have more than one SR?],Arrangement Questions [Does your partner know your real Identity?],Arrangement Questions [Are your dates indoor only?],Arrangement Questions [Do you have overnight dates or travel together?],Arrangement Questions [Do you give or receive more for overnights or travel?],Arrangement Questions [Do you give or receive gifts on top of allowance?],Allowance Type:,PPM/Weekly Allowance Amount:,Allowance Amount: (Actual amount received or given. Not total budget. For gifts and experience only arrangements select how much spent on a monthly basis.),How happy are you with your current arrangement?,Are you satisfied with how much you receive or give financially?,Are you satisfied with how much time you spend together?,I feel I am getting enough effort/financial support from my partner for the money I spend/effort I put into the relationship?
93,94.0,2/22/2024 14:26:29,Michigan,Saginaw,,Sugar Daddy,White / Caucasian,46-55,Separated,Bachelor Degree,White / Caucasian,26-35,Single,High School Diploma,1-3 months,1-2,No,No,Yes,Yes,No,No,Yes,Pay Per Meet (PPM),$400-$499,,4,5,8,6
94,95.0,2/23/2024 23:03:39,Michigan,Kalamazoo,,Sugar Baby Female,Latin / Hispanic,18-25,Single,Some College,White / Caucasian,36-45,Single,Bachelor Degree,Less than a month,1-2,No,No,Yes,No,No,No,"Yes, No",Weekly Allowance,$900-$999,,10,10,9,10
95,96.0,2/26/2024 8:13:25,Michigan,Bloomfield Hills,,Sugar Baby Female,White / Caucasian,36-45,Separated,Bachelor Degree,White / Caucasian,66-75,Divorced,Masters,4-6 months,1-2,No,Yes,Yes,No,No,No,Yes,Pay Per Meet (PPM),$600-$699,,4,3,3,2
96,97.0,2/27/2024 23:52:35,Michigan,Detroit Metro,,Sugar Baby Female,Asian,36-45,Single,Bachelor Degree,White / Caucasian,56-65,Married,Doctorate,7-9 months,5-6,Yes,No,Yes,No,Yes,No,Yes,Monthly Allowance,,"$6k-$6,999",10,10,10,10
97,98.0,3/25/2024 22:11:50,Michigan,Grand Rapids,,Sugar Baby Female,White / Caucasian,26-35,Single,Bachelor Degree,White / Caucasian,36-45,Divorced,Some College,1-3 months,1-2,No,No,Yes,No,No,No,No,Gifts and Experiences,,"$1k- $1,999",3,1,1,1
98,99.0,4/21/2024 19:48:30,Michigan,Lansing,,Sugar Baby Female,White / Caucasian,36-45,Divorced,Some College,White / Caucasian,66-75,Open Relationship,Masters,More than 1 year,3-4,No,Yes,Yes,No,Yes,Yes,Yes,Pay Per Meet (PPM),$900-$999,,10,10,7,10
99,100.0,5/30/2024 21:58:37,Michigan,Detroit,,Sugar Baby Female,White / Caucasian,26-35,Divorced,Bachelor Degree,White / Caucasian,46-55,Separated,Masters,10-12 months,1-2,Yes,Yes,Yes,No,Yes,Yes,Yes,Pay Per Meet (PPM),< $300,,10,6,6,8
100,101.0,6/3/2024 1:06:02,Michigan,Detroit,,Sugar Baby Female,Mixed,36-45,Single,Associate Degree,White / Caucasian,56-65,Separated,Bachelor Degree,1-3 months,1-2,No,No,Yes,No,Yes,No,Yes,Monthly Allowance,,"$1k- $1,999",10,9,10,10
101,102.0,6/14/2024 11:41:42,Michigan,"Grand rapids, mi",,Sugar Daddy,White / Caucasian,36-45,Single,Bachelor Degree,White / Caucasian,26-35,Single,Bachelor Degree,4-6 months,3-4,No,No,Yes,No,Yes,No,Yes,Monthly Allowance,,"$1k- $1,999",7,10,10,8
102,103.0,7/4/2024 12:00:04,Michigan,Detroit,,Sugar Baby Female,White / Caucasian,36-45,Separated,Bachelor Degree,White / Caucasian,56-65,Married,Masters,4-6 months,3-4,No,Yes,Yes,No,No,No,Yes,Monthly Allowance,,"$1k- $1,999",6,6,5,4
103,104.0,7/4/2024 12:02:42,Michigan,Detroit,,Sugar Baby Female,White / Caucasian,36-45,Separated,Bachelor Degree,East Indian,46-55,Single,Masters,1-3 months,5-6,No,Yes,Yes,No,No,No,No,Monthly Allowance,,"$1k- $1,999",3,3,4,2
104,105.0,7/4/2024 12:05:52,Michigan,Detroit,,Sugar Baby Female,White / Caucasian,36-45,Separated,Bachelor Degree,White / Caucasian,56-65,Divorced,Masters,7-9 months,1-2,No,Yes,Yes,Yes,No,No,No,Pay Per Meet (PPM),$500-$599,,5,6,6,6
105,106.0,7/4/2024 12:09:29,Michigan,Detroit,,Sugar Baby Female,White / Caucasian,36-45,Separated,Bachelor Degree,East Indian,46-55,Divorced,Doctorate,1-3 months,1-2,No,Yes,Yes,No,No,No,No,Pay Per Meet (PPM),$600-$699,,7,7,6,6
106,107.0,7/24/2024 5:46:54,Michigan,Detroit,,Sugar Daddy,White / Caucasian,66-75,Married,Doctorate,White / Caucasian,36-45,Single,High School Diploma,1-3 months,3-4,Yes,No,No,Yes,No,No,No,Pay Per Meet (PPM),$500-$599,,7,9,8,7
107,108.0,7/24/2024 22:44:58,Michigan,Detroit,,Sugar Baby Female,Asian,36-45,Single,Bachelor Degree,White / Caucasian,46-55,Married,Masters,More than 1 year,5-6,Yes,No,Yes,No,Yes,No,Yes,Monthly Allowance,,"$4k-$4,999",10,10,10,10
108,109.0,7/28/2024 14:51:54,Michigan,Sault ste marie,,Sugar Baby Female,Native American,36-45,Divorced,Less than High School,White / Caucasian,46-55,Divorced,Some College,Less than a month,3-4,No,No,Yes,No,Yes,No,No,Pay Per Meet (PPM),< $300,,3,3,6,5
109,110.0,8/7/2024 16:12:02,Michigan,Grand Rapids,,Sugar Baby Female,Mixed,18-25,Single,Some College,Black/African Descent,46-55,Married,Masters,Less than a month,1-2,No,Yes,No,No,No,No,No,Pay Per Meet (PPM),$400-$499,,5,4,4,4
110,111.0,8/12/2024 14:57:56,Michigan,East Lansing,,Sugar Daddy,Mixed,18-25,Single,Some College,White / Caucasian,46-55,Separated,Bachelor Degree,1-3 months,1-2,No,Yes,Yes,No,No,No,Yes,Pay Per Meet (PPM),$400-$499,,4,3,5,4
111,112.0,8/30/2024 2:23:39,Michigan,Detroit,,Sugar Baby Female,White / Caucasian,18-25,Single,Bachelor Degree,White / Caucasian,36-45,Single,Bachelor Degree,Less than a month,1-2,No,No,Yes,Yes,No,No,No,Pay Per Meet (PPM),$500-$599,,5,5,5,5
112,113.0,9/22/2024 9:56:28,Michigan,Grand rapids,,Sugar Daddy,White / Caucasian,36-45,Married,High School Diploma,,26-35,Married,High School Diploma,Less than a month,1-2,Yes,No,No,No,No,No,No,Pay Per Meet (PPM),< $300,,5,5,5,5
113,114.0,10/26/2024 22:38:26,Michigan,Rochester Hills,,Sugar Baby Female,White / Caucasian,36-45,Divorced,Bachelor Degree,White / Caucasian,56-65,Divorced,Doctorate,1-3 months,3-4,Yes,Yes,Yes,No,No,No,No,Monthly Allowance,,"$2k-$2,999",7,4,5,4
114,115.0,11/10/2024 20:03:15,Michigan,GR,,Sugar Baby Female,White / Caucasian,18-25,Single,Some College,White / Caucasian,46-55,Divorced,Bachelor Degree,Less than a month,1-2,Yes,Yes,No,No,No,No,Yes,Weekly Allowance,$500-$599,,8,8,8,8
115,116.0,11/19/2024 14:13:26,Michigan,Saginaw,,Sugar Baby Female,Latin / Hispanic,18-25,Married,Less than High School,White / Caucasian,46-55,Married,Bachelor Degree,Less than a month,3-4,No,No,Yes,Yes,No,No,Yes,Monthly Allowance,,"$6k-$6,999",7,6,6,4
116,117.0,11/20/2024 5:53:28,Michigan,Traverse City,,Sugar Baby Female,White / Caucasian,46-55,Single,Some College,White / Caucasian,56-65,Married,Associate Degree,More than 1 year,3-4,Yes,No,Yes,Yes,Yes,Yes,Yes,Monthly Allowance,,"$6k-$6,999",10,9,10,7
117,118.0,11/24/2024 16:10:23,Michigan,Ann Arbor,,Sugar Baby Female,White / Caucasian,36-45,Divorced,Some College,,46-55,Divorced,Bachelor Degree,4-6 months,3-4,Yes,No,Yes,No,Yes,Yes,Yes,Monthly Allowance,,"$1k- $1,999",9,8,10,9
118,119.0,11/27/2024 11:05:32,Michigan,Detroit,,Sugar Baby Female,Latin / Hispanic,26-35,Single,Some College,East Indian,26-35,Single,Bachelor Degree,1-3 months,5-6,Yes,No,Yes,Yes,No,No,No,Pay Per Meet (PPM),$300-$399,,7,7,10,9
119,120.0,11/28/2024 23:24:11,Michigan,Mount Pleasant,,Sugar Daddy,Mixed,66-75,Married,Doctorate,White / Caucasian,18-25,Single,Associate Degree,Less than a month,1-2,Yes,No,No,Yes,No,No,No,Pay Per Meet (PPM),$900-$999,,10,9,7,8
120,121.0,12/3/2024 12:46:43,Michigan,Detroit,,Sugar Daddy,White / Caucasian,36-45,Single,Less than High School,White / Caucasian,26-35,Single,Less than High School,Less than a month,1-2,No,No,No,No,No,No,No,Pay Per Meet (PPM),< $300,,5,5,5,5
121,122.0,12/13/2024 23:15:16,Michigan,Detroit,,Sugar Daddy,White / Caucasian,36-45,Single,Some College,White / Caucasian,18-25,Single,High School Diploma,Less than a month,3-4,Yes,No,Yes,Yes,Yes,Yes,Yes,Monthly Allowance,,"$1k- $1,999",6,6,6,6
122,123.0,12/14/2024 20:16:15,Michigan,Grand Rapids,,Sugar Daddy,White / Caucasian,26-35,Divorced,Bachelor Degree,Black/African Descent,18-25,Single,High School Diploma,1-3 months,3-4,Yes,No,No,No,Yes,Yes,Yes,Weekly Allowance,$500-$599,,7,9,8,8
123,124.0,12/29/2024 16:44:16,Michigan,Waterford,,Sugar Baby Female,White / Caucasian,18-25,Open Relationship,High School Diploma,Middle Eastern,46-55,Divorced,Some College,Less than a month,5-6,No,No,Yes,Yes,No,Yes,No,Pay Per Meet (PPM),$400-$499,,10,8,9,10
124,125.0,1/30/2024 0:00:22,Minnesota,Saint Cloud,,Sugar Baby Female,White / Caucasian,26-35,Single,Some College,White / Caucasian,46-55,Married,Doctorate,1-3 months,9-10,Yes,No,Yes,No,Yes,Yes,Yes,Gifts and Experiences,,"$4k-$4,999",8,6,7,6
125,126.0,2/1/2024 17:32:17,Minnesota,Minneapolis,,Sugar Baby Female,White / Caucasian,18-25,Single,Some College,White / Caucasian,46-55,Divorced,Some College,4-6 months,3-4,Yes,No,Yes,No,Yes,Yes,Yes,Monthly Allowance,,"$5k-$5,999",8,10,10,10
126,127.0,2/3/2024 1:34:54,Minnesota,Minneapolis,,Sugar Baby Female,White / Caucasian,26-35,Single,Bachelor Degree,All sorts,46-55,Single,Bachelor Degree,More than 1 year,3-4,No,Yes,"Yes, No","Yes, No","Yes, No",No,No,Pay Per Meet (PPM),"$2k - $2,999",,8,5,5,5
127,128.0,3/18/2024 23:56:31,Minnesota,Rural Area,,Sugar Baby Female,White / Caucasian,26-35,Single,Some College,White / Caucasian,46-55,Married,Doctorate,4-6 months,10+,Yes,No,Yes,No,Yes,No,Yes,Monthly Allowance,,"$4k-$4,999",7,7,6,9
128,129.0,4/18/2024 0:44:10,Minnesota,Minneapolis,,Sugar Daddy,White / Caucasian,56-65,Married,Bachelor Degree,White / Caucasian,26-35,Single,Associate Degree,More than 1 year,1-2,No,Yes,Yes,Yes,No,No,Yes,Pay Per Meet (PPM),$400-$499,,10,10,10,10
129,130.0,5/14/2024 4:48:44,Minnesota,Minneapolis,,Sugar Daddy,White / Caucasian,36-45,Single,Bachelor Degree,,26-35,Single,Associate Degree,4-6 months,5-6,Yes,No,Yes,No,Yes,No,No,Pay Per Meet (PPM),$400-$499,,4,4,4,4
130,131.0,5/17/2024 4:08:06,Minnesota,Minneapolis,,Sugar Daddy,White / Caucasian,36-45,Single,Some College,White / Caucasian,18-25,Single,Some College,1-3 months,5-6,No,Yes,Yes,Yes,No,Yes,No,Pay Per Meet (PPM),$400-$499,,7,8,7,6
131,132.0,10/27/2024 0:58:10,Minnesota,Woodbury,,Sugar Daddy,White / Caucasian,36-45,Single,Some College,White / Caucasian,26-35,Single,Associate Degree,1-3 months,3-4,No,No,Yes,No,Yes,Yes,Yes,Pay Per Meet (PPM),$400-$499,,7,4,4,4
132,133.0,11/8/2024 6:50:14,Minnesota,Minneapolis,,Sugar Baby Female,White / Caucasian,26-35,Single,Some College,Middle Eastern,46-55,Open Relationship,Bachelor Degree,4-6 months,5-6,Yes,No,Yes,No,Yes,Yes,Yes,Monthly Allowance,,"$2k-$2,999",7,6,8,9
133,134.0,12/11/2024 17:50:31,Minnesota,St Paul,,Sugar Baby Female,White / Caucasian,36-45,Divorced,Associate Degree,White / Caucasian,56-65,Divorced,Masters,More than 1 year,1-2,No,Yes,Yes,No,Yes,Yes,Yes,Pay Per Meet (PPM),"$1k - $1,999",,7,7,6,6
134,135.0,1/27/2024 19:47:59,Missouri,St. Louis,,Sugar Daddy,White / Caucasian,46-55,Single,Bachelor Degree,White / Caucasian,18-25,Single,Some College,Less than a month,3-4,No,No,Yes,No,No,No,No,Monthly Allowance,,"$1k- $1,999",4,7,6,3
135,136.0,1/29/2024 14:37:08,Missouri,Kansas City,,Sugar Baby Female,Black/African Descent,26-35,Single,High School Diploma,Black/African Descent,46-55,Married,Masters,4-6 months,3-4,No,Yes,Yes,No,Yes,Yes,Yes,Monthly Allowance,,"$5k-$5,999",8,10,10,10
136,137.0,2/7/2024 8:35:37,Missouri,Kansas City,,Sugar Baby Female,White / Caucasian,36-45,Divorced,Bachelor Degree,Black/African Descent,36-45,Single,Doctorate,1-3 months,3-4,No,No,Yes,Yes,Yes,No,Yes,Pay Per Meet (PPM),$500-$599,,8,8,8,8
137,138.0,2/16/2024 16:11:46,Missouri,Jefferson city,,Sugar Daddy,White / Caucasian,46-55,Married,Doctorate,White / Caucasian,26-35,Single,Some College,4-6 months,3-4,No,No,Yes,Yes,Yes,No,Yes,Pay Per Meet (PPM),$300-$399,,5,3,6,2
138,139.0,2/21/2024 21:19:33,Missouri,Kansas City,,Sugar Baby Female,Black/African Descent,26-35,Divorced,Some College,Black/African Descent,36-45,Married,Masters,Less than a month,3-4,No,Yes,Yes,No,No,No,Yes,Weekly Allowance,$300-$399,,10,7,8,8
139,140.0,4/12/2024 8:50:47,Missouri,Kansas City,,Sugar Baby Female,White / Caucasian,36-45,Single,Bachelor Degree,White / Caucasian,66-75,Divorced,Bachelor Degree,1-3 months,3-4,No,No,Yes,Yes,No,No,Yes,Pay Per Meet (PPM),$500-$599,,4,3,2,1
140,141.0,4/13/2024 2:46:27,Missouri,Kansas City,,Sugar Baby Female,Black/African Descent,26-35,Single,Some College,Black/African Descent,36-45,Married,Masters,1-3 months,3-4,Yes,Yes,Yes,No,No,No,"Yes, No",Weekly Allowance,$300-$399,,8,6,5,10
141,142.0,4/27/2024 7:10:32,Missouri,Kansas City,,Sugar Daddy,White / Caucasian,46-55,Divorced,Masters,Mixed,18-25,Single,High School Diploma,1-3 months,3-4,Yes,No,Yes,Yes,Yes,Yes,Yes,Pay Per Meet (PPM),$700-$799,,9,9,5,9
142,143.0,5/21/2024 22:41:37,Missouri,Lake St Louis,,Sugar Daddy,White / Caucasian,36-45,Single,Bachelor Degree,White / Caucasian,26-35,Single,Bachelor Degree,More than 1 year,10+,Yes,No,Yes,No,Yes,Yes,Yes,Monthly Allowance,,"$9k-$9,999",10,10,10,10
143,144.0,7/15/2024 9:26:28,Missouri,St. Louis,,Sugar Baby Female,White / Caucasian,26-35,Single,Masters,Middle Eastern,26-35,Married,Doctorate,1-3 months,5-6,Yes,No,Yes,Yes,Yes,No,Yes,Pay Per Meet (PPM),$500-$599,,10,8,8,9
144,145.0,7/18/2024 19:41:36,Missouri,Kansas City,,Sugar Baby Female,Black/African Descent,36-45,Divorced,Bachelor Degree,White / Caucasian,66-75,Married,Masters,More than 1 year,1-2,Yes,No,Yes,No,Yes,No,Yes,Monthly Allowance,,"$2k-$2,999",8,8,10,10
145,146.0,8/21/2024 15:56:13,Missouri,St. Louis,,Sugar Baby Female,White / Caucasian,36-45,Divorced,Masters,White / Caucasian,46-55,Married,Bachelor Degree,Less than a month,3-4,No,Yes,Yes,No,No,No,No,Pay Per Meet (PPM),< $300,,5,5,7,3
146,147.0,8/27/2024 20:52:52,Missouri,Kansas City,,Sugar Daddy,White / Caucasian,46-55,Single,Bachelor Degree,Latin / Hispanic,26-35,Separated,High School Diploma,More than 1 year,1-2,No,Yes,Yes,No,Yes,No,Yes,Gifts and Experiences,,"$1k- $1,999",7,6,5,4
147,148.0,9/8/2024 23:06:36,Missouri,St Louis,,Sugar Baby Female,White / Caucasian,36-45,Divorced,Masters,White / Caucasian,36-45,Married,Bachelor Degree,Less than a month,1-2,Yes,No,Yes,Yes,No,No,No,Pay Per Meet (PPM),$300-$399,,5,6,2,7
148,149.0,11/9/2024 15:21:54,Missouri,Kansas City,,Sugar Baby Female,White / Caucasian,36-45,Divorced,Bachelor Degree,White / Caucasian,46-55,Separated,Masters,More than 1 year,10+,Yes,No,Yes,No,Yes,Yes,Yes,Monthly Allowance,,"$5k-$5,999",10,10,10,10
149,150.0,2/6/2024 18:44:40,Nebraska,Lincoln,,Sugar Baby Female,Black/African Descent,26-35,Open Relationship,Some College,White / Caucasian,36-45,Single,Doctorate,7-9 months,3-4,No,Yes,Yes,No,Yes,No,No,Pay Per Meet (PPM),"$1k - $1,999",,10,10,10,10
150,151.0,2/17/2024 8:43:55,Nebraska,Omaha,,Sugar Baby Female,Black/African Descent,36-45,Single,Bachelor Degree,White / Caucasian,26-35,Married,Masters,1-3 months,3-4,No,No,No,No,Yes,Yes,Yes,Weekly Allowance,$500-$599,,8,8,10,8
151,152.0,2/18/2024 23:31:43,Nebraska,Grand Island,,Sugar Daddy,Latin / Hispanic,26-35,Single,Masters,White / Caucasian,18-25,Separated,Bachelor Degree,1-3 months,1-2,No,Yes,Yes,Yes,Yes,No,No,Gifts and Experiences,,"$1k- $1,999",7,8,8,7
152,153.0,3/27/2024 22:23:33,Nebraska,Omaha,,Sugar Daddy,White / Caucasian,56-65,Divorced,Masters,White / Caucasian,36-45,Divorced,Masters,1-3 months,3-4,Yes,No,Yes,No,Yes,Yes,Yes,Weekly Allowance,$500-$599,,9,9,7,8
153,154.0,4/7/2024 23:03:07,Nebraska,Omaha,,Sugar Daddy,White / Caucasian,46-55,Single,Some College,White / Caucasian,36-45,Single,Bachelor Degree,1-3 months,1-2,No,Yes,No,Yes,No,No,No,Pay Per Meet (PPM),$400-$499,,9,9,9,9
154,155.0,5/21/2024 16:51:56,Nebraska,Omaha,,Sugar Daddy,White / Caucasian,46-55,Married,Some College,White / Caucasian,18-25,Single,Some College,4-6 months,3-4,No,Yes,Yes,No,No,Yes,Yes,Pay Per Meet (PPM),$500-$599,,9,9,8,9
155,156.0,6/29/2024 11:26:27,Nebraska,Omaha,,Sugar Daddy,White / Caucasian,56-65,Divorced,Masters,White / Caucasian,26-35,Divorced,High School Diploma,1-3 months,3-4,Yes,No,Yes,No,No,Yes,Yes,Monthly Allowance,,"$1k- $1,999",8,8,8,8
156,157.0,10/31/2024 20:32:26,Nebraska,Omaha,,Sugar Daddy,White / Caucasian,56-65,Divorced,Masters,White / Caucasian,36-45,Single,Some College,4-6 months,5-6,Yes,No,Yes,No,No,Yes,Yes,Monthly Allowance,,"$2k-$2,999",8,9,7,7
157,158.0,11/26/2024 7:40:48,Nebraska,Omaha,,Sugar Baby Female,Mixed,26-35,Single,Some College,Mixed,66-75,Divorced,Doctorate,Less than a month,1-2,No,No,Yes,No,Yes,Yes,Yes,Monthly Allowance,,"$4k-$4,999",6,5,10,10
158,159.0,12/18/2024 22:21:48,Nebraska,Omaha,,Sugar Daddy,White / Caucasian,36-45,Single,High School Diploma,White / Caucasian,26-35,Married,Some College,1-3 months,1-2,Yes,Yes,Yes,No,Yes,No,No,Monthly Allowance,,"$1k- $1,999",4,5,5,3
159,160.0,12/20/2024 1:20:48,Nebraska,Hastings,,Sugar Baby Female,White / Caucasian,26-35,Single,Some College,Any,56-65,Single,Associate Degree,4-6 months,3-4,No,No,No,No,No,"Yes, No","Yes, No",Pay Per Meet (PPM),"$1k - $1,999",,9,10,9,5
160,161.0,12/20/2024 1:25:53,Nebraska,Hastings,,Sugar Baby Female,White / Caucasian,26-35,Single,Some College,Any,36-45,Single,Masters,4-6 months,3-4,Yes,No,"Yes, No",No,"Yes, No","Yes, No","Yes, No",Pay Per Meet (PPM),< $300,,5,5,5,5
161,162.0,1/21/2024 9:08:35,Ohio,Cincinnati,,Sugar Daddy,White / Caucasian,56-65,Married,Doctorate,White / Caucasian,26-35,Single,Some College,More than 1 year,5-6,Yes,No,Yes,No,Yes,Yes,Yes,Pay Per Meet (PPM),$500-$599,,10,10,10,10
162,163.0,1/30/2024 12:40:58,Ohio,Fairfield,,Sugar Baby Female,White / Caucasian,26-35,Single,Some College,White / Caucasian,36-45,Divorced,Some College,More than 1 year,3-4,No,Yes,Yes,No,No,No,Yes,Pay Per Meet (PPM),$500-$599,,3,3,9,8
163,164.0,2/7/2024 4:54:06,Ohio,Cincinnati,,Sugar Daddy,White / Caucasian,46-55,Divorced,Bachelor Degree,White / Caucasian,18-25,Open Relationship,Some College,More than 1 year,3-4,No,No,Yes,No,Yes,Yes,Yes,Monthly Allowance,,"$2k-$2,999",9,9,5,5
164,165.0,3/2/2024 8:31:09,Ohio,Columbus,,Sugar Daddy,White / Caucasian,36-45,Married,Bachelor Degree,Black/African Descent,18-25,Single,Bachelor Degree,1-3 months,3-4,Yes,No,Yes,No,Yes,Yes,Yes,Monthly Allowance,,"$3k-$3,999",10,10,8,8
165,166.0,3/26/2024 17:39:04,Ohio,Toledo,,Sugar Baby Female,White / Caucasian,18-25,Single,Bachelor Degree,White / Caucasian,36-45,Single,Masters,Less than a month,1-2,No,No,No,No,Yes,No,Yes,Pay Per Meet (PPM),$500-$599,,4,4,6,4
166,167.0,4/24/2024 21:01:34,Ohio,Columbus,,Sugar Baby Female,White / Caucasian,18-25,Single,Some College,White / Caucasian,36-45,Divorced,Bachelor Degree,7-9 months,10+,Yes,No,Yes,No,Yes,No,Yes,Monthly Allowance,,"$5k-$5,999",10,10,10,10
167,168.0,4/30/2024 1:13:34,Ohio,Columbus,,Sugar Baby Female,rather not say,18-25,Single,Some College,rather not say,36-45,Married,Masters,4-6 months,3-4,No,No,No,Yes,Yes,Yes,Yes,Pay Per Meet (PPM),$800-$899,,9,8,8,9
168,169.0,6/12/2024 23:22:32,Ohio,Englewood,,Sugar Baby Female,White / Caucasian,26-35,Single,Associate Degree,White / Caucasian,46-55,Married,High School Diploma,More than 1 year,3-4,Yes,No,Yes,Yes,No,Yes,Yes,Monthly Allowance,,"$1k- $1,999",9,3,10,7
169,170.0,6/18/2024 12:25:16,Ohio,Akron,,Sugar Baby Female,White / Caucasian,18-25,Single,High School Diploma,White / Caucasian,66-75,Single,Bachelor Degree,1-3 months,3-4,No,No,Yes,No,No,No,No,Pay Per Meet (PPM),< $300,,1,1,1,1
170,171.0,6/24/2024 20:49:44,Ohio,Dublin,,Sugar Baby Female,White / Caucasian,26-35,Single,Some College,White / Caucasian,56-65,Divorced,High School Diploma,More than 1 year,3-4,Yes,No,Yes,Yes,No,No,No,Pay Per Meet (PPM),$300-$399,,4,1,5,1
171,172.0,7/19/2024 12:05:13,Ohio,Dayton,,Sugar Baby Female,White / Caucasian,26-35,Single,Bachelor Degree,White / Caucasian,56-65,Married,Masters,More than 1 year,3-4,Yes,No,Yes,Yes,Yes,No,No,Pay Per Meet (PPM),$500-$599,,7,4,8,5
172,173.0,7/25/2024 6:46:02,Ohio,Columbus,,Sugar Daddy,White / Caucasian,46-55,Divorced,Bachelor Degree,White / Caucasian,18-25,Single,Some College,1-3 months,3-4,Yes,No,Yes,Yes,No,No,No,Pay Per Meet (PPM),$300-$399,,10,10,10,10
173,174.0,7/26/2024 16:03:10,Ohio,Cleveland,,Sugar Daddy,White / Caucasian,26-35,Single,Bachelor Degree,Mixed,18-25,Single,High School Diploma,1-3 months,3-4,No,No,Yes,No,Yes,No,Yes,Weekly Allowance,< $300,,7,7,4,5
174,175.0,7/28/2024 19:02:04,Ohio,Ashland,,Sugar Baby Female,White / Caucasian,26-35,Open Relationship,High School Diploma,White / Caucasian,36-45,Open Relationship,Some College,More than 1 year,3-4,No,Yes,Yes,No,Yes,Yes,Yes,Pay Per Meet (PPM),$500-$599,,10,7,7,5
175,176.0,7/29/2024 22:02:11,Ohio,Cleveland,,Sugar Baby Female,Black/African Descent,18-25,Single,Bachelor Degree,East Indian,36-45,Single,Doctorate,Less than a month,3-4,Yes,No,Yes,No,No,No,No,Monthly Allowance,,"$1k- $1,999",10,5,10,6
176,177.0,8/13/2024 14:49:12,Ohio,Columbus,,Sugar Baby Female,White / Caucasian,26-35,Divorced,Bachelor Degree,White / Caucasian,36-45,Single,Bachelor Degree,More than 1 year,3-4,Yes,No,Yes,No,Yes,Yes,Yes,Monthly Allowance,,"$3k-$3,999",7,4,5,6
177,178.0,8/22/2024 10:39:08,Ohio,Cincinnati,,Sugar Daddy,White / Caucasian,36-45,Single,Doctorate,White / Caucasian,18-25,Single,Some College,4-6 months,7-8,Yes,No,Yes,No,Yes,No,Yes,Weekly Allowance,$300-$399,,9,10,9,8
178,179.0,8/24/2024 10:40:59,Ohio,Ashland,,Sugar Baby Female,White / Caucasian,26-35,Open Relationship,High School Diploma,White / Caucasian,36-45,Open Relationship,Some College,More than 1 year,1-2,No,Yes,No,No,No,No,Yes,Pay Per Meet (PPM),$300-$399,,5,5,5,5
179,180.0,9/8/2024 10:18:25,Ohio,Cincinnati,,Sugar Baby Female,Mixed,36-45,Married,Bachelor Degree,White / Caucasian,66-75,Open Relationship,Masters,1-3 months,1-2,Yes,Yes,No,Yes,Yes,Yes,Yes,Monthly Allowance,,"$1k- $1,999",7,7,7,7
180,181.0,9/27/2024 9:51:19,Ohio,Cincinnati,,Sugar Daddy,White / Caucasian,56-65,Married,Some College,White / Caucasian,26-35,Single,High School Diploma,Less than a month,1-2,No,No,No,No,No,No,No,Weekly Allowance,$300-$399,,6,6,7,6
181,182.0,10/6/2024 16:43:09,Ohio,Cleveland,,Sugar Daddy,Mixed,36-45,Single,Bachelor Degree,Latin / Hispanic,18-25,Single,High School Diploma,Less than a month,7-8,Yes,No,Yes,No,Yes,No,No,Weekly Allowance,< $300,,10,10,10,10
182,183.0,11/4/2024 23:33:29,Ohio,Cincinnati,,Sugar Daddy,White / Caucasian,56-65,Married,Masters,White / Caucasian,26-35,Open Relationship,Bachelor Degree,More than 1 year,1-2,No,Yes,Yes,Yes,Yes,Yes,Yes,Pay Per Meet (PPM),$600-$699,,7,8,8,10
183,184.0,11/13/2024 13:57:37,Ohio,Dayton,,Sugar Baby Female,Latin / Hispanic,26-35,Single,Bachelor Degree,Pacific Islander,46-55,Married,Masters,4-6 months,1-2,Yes,No,Yes,Yes,No,No,No,Pay Per Meet (PPM),$300-$399,,7,7,10,7
184,185.0,11/22/2024 22:57:03,Ohio,Cleveland,,Sugar Baby Female,White / Caucasian,36-45,Divorced,Some College,White / Caucasian,56-65,Married,Some College,Less than a month,3-4,Yes,Yes,Yes,No,Yes,Yes,Yes,Pay Per Meet (PPM),$300-$399,,5,4,4,4
185,186.0,12/1/2024 7:19:48,Ohio,Mason,,Sugar Daddy,White / Caucasian,56-65,Married,Masters,White / Caucasian,26-35,Single,High School Diploma,More than 1 year,3-4,Yes,No,Yes,No,No,No,Yes,Monthly Allowance,,"$3k-$3,999",5,4,4,3
186,187.0,12/11/2024 21:58:01,Ohio,Dayton,,Sugar Baby Female,White / Caucasian,36-45,Single,Associate Degree,White / Caucasian,46-55,Single,Some College,More than 1 year,1-2,Yes,No,Yes,No,No,No,Yes,Weekly Allowance,"$1k - $1,999",,6,6,6,10
